Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,journey_day,journey_month,journey_weekday,is_weekend,quarter,dep_hour,dep_time_bin,Price_capped,Price_log,weekday,is_holiday,duration_hours,duration_minutes,total_duration_mins,flight_type,Source_freq,Destination_freq,Airline_mean_price,Source_mean_price,total_duration_mins,journey_month,total_duration_mins^2,total_duration_mins journey_month,journey_month^2
indigo,2019-05-06,mumbai,hyderabad,BOM → HYD,06:25:00,07:55,1h 30m,non-stop,No info,4049,6,5,0,0,2,6,Morning,4049,8.306472160100585,0,0,1.0,30.0,90.0,Short,0.06524995319228609,0.06524995319228609,5673.68290306868,5059.708751793401,90.0,5.0,8100.0,450.0,25.0
jet airways,2019-05-09,delhi,cochin,DEL → JAI → BOM → COK,05:30:00,04:25 10 May,22h 55m,2 stops,In-flight meal not included,13029,9,5,3,0,2,5,Morning,13029,9.47500967011889,3,0,22.0,55.0,1375.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,1375.0,5.0,1890625.0,6875.0,25.0
jet airways,2019-06-09,kolkata,banglore,CCU → BOM → BLR,08:25:00,20:45,12h 20m,1 stop,No info,14571,9,6,6,1,2,8,Morning,14571,9.586857158128456,6,0,12.0,20.0,740.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,740.0,6.0,547600.0,4440.0,36.0
air india,2019-06-09,banglore,delhi,BLR → DEL,06:10:00,08:55,2h 45m,non-stop,No info,6961,9,6,6,1,2,6,Morning,6961,8.848222068371385,6,0,2.0,45.0,165.0,Medium,0.20567309492604383,0.11842351619546901,9612.427755568247,8017.464269458353,165.0,6.0,27225.0,990.0,36.0
spicejet,2019-05-15,kolkata,banglore,CCU → PNQ → BLR,08:35:00,17:15,8h 40m,1 stop,No info,6381,15,5,2,0,2,8,Morning,6381,8.76123680683819,2,0,8.0,40.0,520.0,Long,0.2687698932784123,0.2687698932784123,4338.284841075794,9158.389411354929,520.0,5.0,270400.0,2600.0,25.0
spicejet,2019-04-01,kolkata,banglore,CCU → BLR,06:55:00,09:30,2h 35m,non-stop,No check-in baggage included,3841,1,4,0,0,2,6,Morning,3841,8.253748343328501,0,0,2.0,35.0,155.0,Medium,0.2687698932784123,0.2687698932784123,4338.284841075794,9158.389411354929,155.0,4.0,24025.0,620.0,16.0
jet airways,2019-03-21,delhi,cochin,DEL → IXC → BOM → COK,06:20:00,04:25 22 Mar,22h 5m,2 stops,No info,11538,21,3,3,0,1,6,Morning,11538,9.353487881194669,3,0,22.0,5.0,1325.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,1325.0,3.0,1755625.0,3975.0,9.0
vistara,2019-05-06,kolkata,banglore,CCU → DEL → BLR,20:20:00,20:20 07 May,24h,1 stop,No info,8610,6,5,0,0,2,20,Evening,8610,9.060795734696166,0,0,24.0,0.0,1440.0,Long,0.2687698932784123,0.2687698932784123,7796.348643006263,9158.389411354929,1440.0,5.0,2073600.0,7200.0,25.0
air india,2019-03-06,delhi,cochin,DEL → HYD → BOM → COK,07:05:00,19:15 07 Mar,36h 10m,2 stops,No info,11552,6,3,2,0,1,7,Morning,11552,9.35470042248302,2,0,36.0,10.0,2170.0,Long,0.42463958060288337,0.42463958060288337,9612.427755568247,10540.113536155202,2170.0,3.0,4708900.0,6510.0,9.0
multiple carriers,2019-06-01,delhi,cochin,DEL → BOM → COK,07:00:00,21:00,14h,1 stop,No info,7408,1,6,5,1,2,7,Morning,7408,8.910450756416656,5,0,14.0,0.0,840.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,840.0,6.0,705600.0,5040.0,36.0
jet airways,2019-06-27,delhi,cochin,DEL → BOM → COK,19:45:00,12:35 28 Jun,16h 50m,1 stop,In-flight meal not included,10262,27,6,3,0,2,19,Evening,10262,9.236300473645716,3,0,16.0,50.0,1010.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,1010.0,6.0,1020100.0,6060.0,36.0
air india,2019-05-06,kolkata,banglore,CCU → IXR → DEL → BLR,05:50:00,08:55 07 May,27h 5m,2 stops,No info,10991,6,5,0,0,2,5,Morning,10991,9.30492301446213,0,0,27.0,5.0,1625.0,Long,0.2687698932784123,0.2687698932784123,9612.427755568247,9158.389411354929,1625.0,5.0,2640625.0,8125.0,25.0
multiple carriers,2019-06-09,delhi,cochin,DEL → BOM → COK,18:15:00,01:30 10 Jun,7h 15m,1 stop,No info,13587,9,6,6,1,2,18,Evening,13587,9.516942329280475,6,0,7.0,15.0,435.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,435.0,6.0,189225.0,2610.0,36.0
air india,2019-05-15,delhi,cochin,DEL → MAA → COK,12:30:00,09:25 16 May,20h 55m,1 stop,No info,7480,15,5,2,0,2,12,Afternoon,7480,8.920121751872404,2,0,20.0,55.0,1255.0,Long,0.42463958060288337,0.42463958060288337,9612.427755568247,10540.113536155202,1255.0,5.0,1575025.0,6275.0,25.0
indigo,2019-03-09,banglore,new delhi,BLR → IDR → DEL,17:55:00,22:55,5h,1 stop,No info,6351,9,3,5,1,1,17,Evening,6351,8.756525002926972,5,0,5.0,0.0,300.0,Long,0.20567309492604383,0.0872495787305748,5673.68290306868,8017.464269458353,300.0,3.0,90000.0,900.0,9.0
multiple carriers,2019-05-27,delhi,cochin,DEL → BOM → COK,14:00:00,21:00,7h,1 stop,In-flight meal not included,7153,27,5,0,0,2,14,Afternoon,7153,8.875426919818963,0,0,7.0,0.0,420.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,420.0,5.0,176400.0,2100.0,25.0
air asia,2019-05-06,kolkata,banglore,CCU → BLR,19:55:00,22:25,2h 30m,non-stop,No info,4409,6,5,0,0,2,19,Evening,4409,8.391629968440892,0,0,2.0,30.0,150.0,Medium,0.2687698932784123,0.2687698932784123,5590.260188087775,9158.389411354929,150.0,5.0,22500.0,750.0,25.0
indigo,2019-05-15,kolkata,banglore,CCU → PNQ → BLR,21:00:00,02:15 16 May,5h 15m,1 stop,No info,7228,15,5,2,0,2,21,Night,7228,8.885855993000296,2,0,5.0,15.0,315.0,Long,0.2687698932784123,0.2687698932784123,5673.68290306868,9158.389411354929,315.0,5.0,99225.0,1575.0,25.0
multiple carriers,2019-03-27,delhi,cochin,DEL → BOM → COK,08:00:00,18:50,10h 50m,1 stop,No info,11667,27,3,2,0,1,8,Morning,11667,9.364605330987612,2,0,10.0,50.0,650.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,650.0,3.0,422500.0,1950.0,9.0
spicejet,2019-06-12,kolkata,banglore,CCU → MAA → BLR,15:05:00,20:20,5h 15m,1 stop,No info,4649,12,6,2,0,2,15,Afternoon,4649,8.444622498581403,2,0,5.0,15.0,315.0,Long,0.2687698932784123,0.2687698932784123,4338.284841075794,9158.389411354929,315.0,6.0,99225.0,1890.0,36.0
air india,2019-05-09,kolkata,banglore,CCU → BOM → COK → BLR,16:50:00,13:45 10 May,20h 55m,2 stops,No info,12592,9,5,3,0,2,16,Afternoon,12592,9.440896383005846,3,0,20.0,55.0,1255.0,Long,0.2687698932784123,0.2687698932784123,9612.427755568247,9158.389411354929,1255.0,5.0,1575025.0,6275.0,25.0
multiple carriers,2019-06-12,delhi,cochin,DEL → BOM → COK,10:20:00,19:00,8h 40m,1 stop,No info,11789,12,6,2,0,2,10,Morning,11789,9.375006993531416,2,0,8.0,40.0,520.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,520.0,6.0,270400.0,3120.0,36.0
air india,2019-06-01,chennai,kolkata,MAA → CCU,11:40:00,13:55,2h 15m,non-stop,No info,4667,1,6,5,1,2,11,Morning,4667,8.448485993406447,5,0,2.0,15.0,135.0,Medium,0.03566747800037446,0.03566747800037446,9612.427755568247,4789.892388451443,135.0,6.0,18225.0,810.0,36.0
air asia,2019-05-21,kolkata,banglore,CCU → DEL → BLR,22:40:00,10:40 22 May,12h,1 stop,No info,9719,21,5,1,0,2,22,Night,9719,9.181940897454483,1,0,12.0,0.0,720.0,Long,0.2687698932784123,0.2687698932784123,5590.260188087775,9158.389411354929,720.0,5.0,518400.0,3600.0,25.0
air india,2019-03-27,delhi,cochin,DEL → BOM → COK,13:00:00,19:15,6h 15m,1 stop,No info,6902,27,3,2,0,1,13,Afternoon,6902,8.839711378703475,2,0,6.0,15.0,375.0,Long,0.42463958060288337,0.42463958060288337,9612.427755568247,10540.113536155202,375.0,3.0,140625.0,1125.0,9.0
jet airways,2019-05-21,kolkata,banglore,CCU → BOM → BLR,20:00:00,04:40 22 May,8h 40m,1 stop,No info,14781,21,5,1,0,2,20,Evening,14781,9.601165503344832,1,0,8.0,40.0,520.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,520.0,5.0,270400.0,2600.0,25.0
jet airways,2019-05-18,kolkata,banglore,CCU → BOM → BLR,08:25:00,22:35,14h 10m,1 stop,In-flight meal not included,10844,18,5,5,1,2,8,Morning,10844,9.291459423260974,5,0,14.0,10.0,850.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,850.0,5.0,722500.0,4250.0,25.0
air india,2019-03-24,kolkata,banglore,CCU → IXZ → MAA → BLR,05:40:00,14:35 25 Mar,32h 55m,2 stops,No info,11522,24,3,6,1,1,5,Morning,11522,9.352100317014015,6,0,32.0,55.0,1975.0,Long,0.2687698932784123,0.2687698932784123,9612.427755568247,9158.389411354929,1975.0,3.0,3900625.0,5925.0,9.0
air india,2019-04-21,banglore,delhi,BLR → DEL,13:20:00,16:10,2h 50m,non-stop,No info,6121,21,4,6,1,2,13,Afternoon,6121,8.719644119505357,6,0,2.0,50.0,170.0,Medium,0.20567309492604383,0.11842351619546901,9612.427755568247,8017.464269458353,170.0,4.0,28900.0,680.0,16.0
vistara,2019-06-06,kolkata,banglore,CCU → DEL → BLR,17:00:00,23:25,6h 25m,1 stop,No info,8610,6,6,3,0,2,17,Evening,8610,9.060795734696166,3,0,6.0,25.0,385.0,Long,0.2687698932784123,0.2687698932784123,7796.348643006263,9158.389411354929,385.0,6.0,148225.0,2310.0,36.0
air asia,2019-03-24,kolkata,banglore,CCU → BLR,22:50:00,01:20 25 Mar,2h 30m,non-stop,No info,5620,24,3,6,1,1,22,Night,5620,8.634264863002075,6,0,2.0,30.0,150.0,Medium,0.2687698932784123,0.2687698932784123,5590.260188087775,9158.389411354929,150.0,3.0,22500.0,450.0,9.0
indigo,2019-05-27,kolkata,banglore,CCU → BLR,15:15:00,17:45,2h 30m,non-stop,No info,4804,27,5,0,0,2,15,Afternoon,4804,8.477412321404392,0,0,2.0,30.0,150.0,Medium,0.2687698932784123,0.2687698932784123,5673.68290306868,9158.389411354929,150.0,5.0,22500.0,750.0,25.0
multiple carriers,2019-05-27,delhi,cochin,DEL → BOM → COK,10:20:00,21:00,10h 40m,1 stop,No info,7005,27,5,0,0,2,10,Morning,7005,8.854522203757432,0,0,10.0,40.0,640.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,640.0,5.0,409600.0,3200.0,25.0
jet airways,2019-05-01,delhi,cochin,DEL → AMD → BOM → COK,23:05:00,19:00 02 May,19h 55m,2 stops,No info,15129,1,5,2,0,2,23,Night,15129,9.624434806782402,2,0,19.0,55.0,1195.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,1195.0,5.0,1428025.0,5975.0,25.0
jet airways,2019-05-24,kolkata,banglore,CCU → BOM → BLR,20:00:00,04:40 25 May,8h 40m,1 stop,In-flight meal not included,8586,24,5,4,0,2,20,Evening,8586,9.058004710672485,4,0,8.0,40.0,520.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,520.0,5.0,270400.0,2600.0,25.0
multiple carriers,2019-05-18,delhi,cochin,DEL → BOM → COK,08:00:00,19:00,11h,1 stop,No info,10197,18,5,5,1,2,8,Morning,10197,9.2299469016151,5,0,11.0,0.0,660.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,660.0,5.0,435600.0,3300.0,25.0
multiple carriers,2019-03-27,delhi,cochin,DEL → BOM → COK,09:10:00,19:15,10h 5m,1 stop,No info,10667,27,3,2,0,1,9,Morning,10667,9.275003885301905,2,0,10.0,5.0,605.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,605.0,3.0,366025.0,1815.0,9.0
indigo,2019-06-12,kolkata,banglore,CCU → PAT → BLR,09:20:00,14:15,4h 55m,1 stop,No info,11160,12,6,2,0,2,9,Morning,11160,9.320180837655714,2,0,4.0,55.0,295.0,Medium,0.2687698932784123,0.2687698932784123,5673.68290306868,9158.389411354929,295.0,6.0,87025.0,1770.0,36.0
air india,2019-05-27,delhi,cochin,DEL → LKO → BOM → COK,12:20:00,19:15 28 May,30h 55m,2 stops,No info,12488,27,5,0,0,2,12,Afternoon,12488,9.432603535863086,0,0,30.0,55.0,1855.0,Long,0.42463958060288337,0.42463958060288337,9612.427755568247,10540.113536155202,1855.0,5.0,3441025.0,9275.0,25.0
jet airways,2019-05-18,kolkata,banglore,CCU → BOM → BLR,08:25:00,19:50,11h 25m,1 stop,In-flight meal not included,10844,18,5,5,1,2,8,Morning,10844,9.291459423260974,5,0,11.0,25.0,685.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,685.0,5.0,469225.0,3425.0,25.0
air india,2019-06-03,delhi,cochin,DEL → AMD → BOM → COK,16:40:00,19:15 04 Jun,26h 35m,2 stops,No info,9968,3,6,0,0,2,16,Afternoon,9968,9.207235557022704,0,0,26.0,35.0,1595.0,Long,0.42463958060288337,0.42463958060288337,9612.427755568247,10540.113536155202,1595.0,6.0,2544025.0,9570.0,36.0
jet airways,2019-05-18,banglore,delhi,BLR → DEL,18:55:00,22:00,3h 5m,non-stop,In-flight meal not included,5198,18,5,5,1,2,18,Evening,5198,8.556221578383715,5,0,3.0,5.0,185.0,Medium,0.20567309492604383,0.11842351619546901,11643.92335671603,8017.464269458353,185.0,5.0,34225.0,925.0,25.0
jet airways,2019-05-01,kolkata,banglore,CCU → BOM → BLR,14:05:00,04:40 02 May,14h 35m,1 stop,In-flight meal not included,8586,1,5,2,0,2,14,Afternoon,8586,9.058004710672485,2,0,14.0,35.0,875.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,875.0,5.0,765625.0,4375.0,25.0
indigo,2019-05-18,chennai,kolkata,MAA → CCU,11:35:00,14:00,2h 25m,non-stop,No info,4332,18,5,5,1,2,11,Morning,4332,8.374015421739909,5,0,2.0,25.0,145.0,Medium,0.03566747800037446,0.03566747800037446,5673.68290306868,4789.892388451443,145.0,5.0,21025.0,725.0,25.0
indigo,2019-05-06,kolkata,banglore,CCU → MAA → BLR,08:10:00,13:00,4h 50m,1 stop,No info,5069,6,5,0,0,2,8,Morning,5069,8.531096096585228,0,0,4.0,50.0,290.0,Medium,0.2687698932784123,0.2687698932784123,5673.68290306868,9158.389411354929,290.0,5.0,84100.0,1450.0,25.0
jet airways,2019-05-06,banglore,delhi,BLR → DEL,08:20:00,11:20,3h,non-stop,In-flight meal not included,4544,6,5,0,0,2,8,Morning,4544,8.421783006611578,0,0,3.0,0.0,180.0,Medium,0.20567309492604383,0.11842351619546901,11643.92335671603,8017.464269458353,180.0,5.0,32400.0,900.0,25.0
multiple carriers,2019-03-03,delhi,cochin,DEL → BOM → COK,04:00:00,15:30,11h 30m,1 stop,No info,14973,3,3,6,1,1,4,Late Night,14973,9.614070642790631,6,0,11.0,30.0,690.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,690.0,3.0,476100.0,2070.0,9.0
air india,2019-03-12,banglore,new delhi,BLR → BOM → IDR → GWL → DEL,06:45:00,18:05 13 Mar,35h 20m,3 stops,No info,13387,12,3,1,0,1,6,Morning,13387,9.502114062331216,1,0,35.0,20.0,2120.0,Long,0.20567309492604383,0.0872495787305748,9612.427755568247,8017.464269458353,2120.0,3.0,4494400.0,6360.0,9.0
spicejet,2019-06-09,banglore,delhi,BLR → DEL,05:55:00,08:35,2h 40m,non-stop,No info,3625,9,6,6,1,2,5,Morning,3625,8.195885391314796,6,0,2.0,40.0,160.0,Medium,0.20567309492604383,0.11842351619546901,4338.284841075794,8017.464269458353,160.0,6.0,25600.0,960.0,36.0
jet airways,2019-05-24,kolkata,banglore,CCU → DEL → BLR,09:35:00,14:25 25 May,28h 50m,1 stop,In-flight meal not included,10703,24,5,4,0,2,9,Morning,10703,9.27837278236801,4,0,28.0,50.0,1730.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,1730.0,5.0,2992900.0,8650.0,25.0
indigo,2019-03-24,kolkata,banglore,CCU → BLR,15:10:00,17:45,2h 35m,non-stop,No info,7615,24,3,6,1,1,15,Afternoon,7615,8.938006576471201,6,0,2.0,35.0,155.0,Medium,0.2687698932784123,0.2687698932784123,5673.68290306868,9158.389411354929,155.0,3.0,24025.0,465.0,9.0
indigo,2019-05-27,banglore,delhi,BLR → DEL,18:25:00,21:20,2h 55m,non-stop,No info,4823,27,5,0,0,2,18,Evening,4823,8.481358738407021,0,0,2.0,55.0,175.0,Medium,0.20567309492604383,0.11842351619546901,5673.68290306868,8017.464269458353,175.0,5.0,30625.0,875.0,25.0
jet airways,2019-03-06,banglore,new delhi,BLR → BOM → DEL,11:40:00,05:05 07 Mar,17h 25m,1 stop,No info,16736,6,3,2,0,1,11,Morning,16736,9.725377116513638,2,0,17.0,25.0,1045.0,Long,0.20567309492604383,0.0872495787305748,11643.92335671603,8017.464269458353,1045.0,3.0,1092025.0,3135.0,9.0
jet airways,2019-05-09,kolkata,banglore,CCU → BOM → BLR,21:10:00,12:00 10 May,14h 50m,1 stop,In-flight meal not included,9663,9,5,3,0,2,21,Night,9663,9.176162920174596,3,0,14.0,50.0,890.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,890.0,5.0,792100.0,4450.0,25.0
multiple carriers,2019-05-18,delhi,cochin,DEL → BOM → COK,08:30:00,19:00,10h 30m,1 stop,No info,9205,18,5,5,1,2,8,Morning,9205,9.127610724377186,5,0,10.0,30.0,630.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,630.0,5.0,396900.0,3150.0,25.0
jet airways,2019-05-09,delhi,cochin,DEL → BOM → COK,22:50:00,04:25 10 May,5h 35m,1 stop,No info,15554,9,5,3,0,2,22,Night,15554,9.652137409331738,3,0,5.0,35.0,335.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,335.0,5.0,112225.0,1675.0,25.0
spicejet,2019-05-15,mumbai,hyderabad,BOM → HYD,22:45:00,00:15 16 May,1h 30m,non-stop,No check-in baggage included,1965,15,5,2,0,2,22,Night,1965,7.583756300707112,2,0,1.0,30.0,90.0,Short,0.06524995319228609,0.06524995319228609,4338.284841075794,5059.708751793401,90.0,5.0,8100.0,450.0,25.0
air india,2019-06-15,kolkata,banglore,CCU → BLR,14:15:00,16:45,2h 30m,non-stop,No info,5510,15,6,5,1,2,14,Afternoon,5510,8.614501373883236,5,0,2.0,30.0,150.0,Medium,0.2687698932784123,0.2687698932784123,9612.427755568247,9158.389411354929,150.0,6.0,22500.0,900.0,36.0
multiple carriers,2019-05-09,delhi,cochin,DEL → BOM → COK,10:20:00,19:15,8h 55m,1 stop,No info,8266,9,5,3,0,2,10,Morning,8266,9.020026965252676,3,0,8.0,55.0,535.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,535.0,5.0,286225.0,2675.0,25.0
indigo,2019-05-27,mumbai,hyderabad,BOM → HYD,16:55:00,18:25,1h 30m,non-stop,No info,3175,27,5,0,0,2,16,Afternoon,3175,8.063377822367027,0,0,1.0,30.0,90.0,Short,0.06524995319228609,0.06524995319228609,5673.68290306868,5059.708751793401,90.0,5.0,8100.0,450.0,25.0
spicejet,2019-05-09,delhi,cochin,DEL → PNQ → COK,08:45:00,13:15,4h 30m,1 stop,No check-in baggage included,4760,9,5,3,0,2,8,Morning,4760,8.46821300919452,3,0,4.0,30.0,270.0,Medium,0.42463958060288337,0.42463958060288337,4338.284841075794,10540.113536155202,270.0,5.0,72900.0,1350.0,25.0
multiple carriers,2019-05-27,delhi,cochin,DEL → BOM → COK,08:45:00,21:00,12h 15m,1 stop,No info,7740,27,5,0,0,2,8,Morning,7740,8.954286157204713,0,0,12.0,15.0,735.0,Long,0.42463958060288337,0.42463958060288337,10902.678093645485,10540.113536155202,735.0,5.0,540225.0,3675.0,25.0
jet airways,2019-05-15,kolkata,banglore,CCU → BOM → BLR,14:05:00,23:35,9h 30m,1 stop,No info,13941,15,5,2,0,2,14,Afternoon,13941,9.542661146046344,2,0,9.0,30.0,570.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,570.0,5.0,324900.0,2850.0,25.0
air asia,2019-06-06,delhi,cochin,DEL → BLR → COK,16:45:00,07:10 07 Jun,14h 25m,1 stop,No info,11410,6,6,3,0,2,16,Afternoon,11410,9.34233308143468,3,0,14.0,25.0,865.0,Long,0.42463958060288337,0.42463958060288337,5590.260188087775,10540.113536155202,865.0,6.0,748225.0,5190.0,36.0
jet airways,2019-04-01,kolkata,banglore,CCU → BOM → BLR,16:30:00,19:50 02 Apr,27h 20m,1 stop,No info,12681,1,4,0,0,2,16,Afternoon,12681,9.447938944259976,0,0,27.0,20.0,1640.0,Long,0.2687698932784123,0.2687698932784123,11643.92335671603,9158.389411354929,1640.0,4.0,2689600.0,6560.0,16.0
jet airways,2019-05-06,delhi,cochin,DEL → JAI → BOM → COK,09:40:00,12:35 07 May,26h 55m,2 stops,No info,15129,6,5,0,0,2,9,Morning,15129,9.624434806782402,0,0,26.0,55.0,1615.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,1615.0,5.0,2608225.0,8075.0,25.0
jet airways,2019-06-12,delhi,cochin,DEL → JAI → BOM → COK,05:30:00,19:00,13h 30m,2 stops,In-flight meal not included,10368,12,6,2,0,2,5,Morning,10368,9.246575864558276,2,0,13.0,30.0,810.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,810.0,6.0,656100.0,4860.0,36.0
air india,2019-05-21,kolkata,banglore,CCU → JAI → DEL → BLR,08:20:00,20:25,12h 5m,2 stops,No info,12324,21,5,1,0,2,8,Morning,12324,9.41938499891089,1,0,12.0,5.0,725.0,Long,0.2687698932784123,0.2687698932784123,9612.427755568247,9158.389411354929,725.0,5.0,525625.0,3625.0,25.0
spicejet,2019-04-15,kolkata,banglore,CCU → BLR,17:10:00,19:40,2h 30m,non-stop,No check-in baggage included,3841,15,4,0,0,2,17,Evening,3841,8.253748343328501,0,0,2.0,30.0,150.0,Medium,0.2687698932784123,0.2687698932784123,4338.284841075794,9158.389411354929,150.0,4.0,22500.0,600.0,16.0
jet airways,2019-06-24,delhi,cochin,DEL → JAI → BOM → COK,05:30:00,04:25 25 Jun,22h 55m,2 stops,No info,13014,24,6,0,0,2,5,Morning,13014,9.473857817428666,0,0,22.0,55.0,1375.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,1375.0,6.0,1890625.0,8250.0,36.0
indigo,2019-06-27,delhi,cochin,DEL → HYD → COK,06:50:00,22:30,15h 40m,1 stop,No info,6442,27,6,3,0,2,6,Morning,6442,8.770749549138642,3,0,15.0,40.0,940.0,Long,0.42463958060288337,0.42463958060288337,5673.68290306868,10540.113536155202,940.0,6.0,883600.0,5640.0,36.0
jet airways,2019-05-18,delhi,cochin,DEL → BOM → COK,14:00:00,19:00,5h,1 stop,In-flight meal not included,12373,18,5,5,1,2,14,Afternoon,12373,9.423352776090931,5,0,5.0,0.0,300.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,300.0,5.0,90000.0,1500.0,25.0
jet airways,2019-03-12,banglore,new delhi,BLR → BOM → DEL,08:55:00,23:00,14h 5m,1 stop,No info,13817,12,3,1,0,1,8,Morning,13817,9.53372736904874,1,0,14.0,5.0,845.0,Long,0.20567309492604383,0.0872495787305748,11643.92335671603,8017.464269458353,845.0,3.0,714025.0,2535.0,9.0
indigo,2019-06-24,banglore,delhi,BLR → DEL,18:55:00,21:50,2h 55m,non-stop,No info,4823,24,6,0,0,2,18,Evening,4823,8.481358738407021,0,0,2.0,55.0,175.0,Medium,0.20567309492604383,0.11842351619546901,5673.68290306868,8017.464269458353,175.0,6.0,30625.0,1050.0,36.0
jet airways,2019-03-27,delhi,cochin,DEL → MAA → BOM → COK,05:10:00,04:25 28 Mar,23h 15m,2 stops,In-flight meal not included,9412,27,3,2,0,1,5,Morning,9412,9.14984699154722,2,0,23.0,15.0,1395.0,Long,0.42463958060288337,0.42463958060288337,11643.92335671603,10540.113536155202,1395.0,3.0,1946025.0,4185.0,9.0
air india,2019-05-27,delhi,cochin,DEL → GOI → BOM → COK,22:00:00,19:15 28 May,21h 15m,2 stops,No info,10231,27,5,0,0,2,22,Night,10231,9.23327534325868,0,0,21.0,15.0,1275.0,Long,0.42463958060288337,0.42463958060288337,9612.427755568247,10540.113536155202,1275.0,5.0,1625625.0,6375.0,25.0
jet airways,2019-04-09,banglore,delhi,BLR → DEL,15:50:00,18:45,2h 55m,non-stop,No info,7229,9,4,1,0,2,15,Afternoon,7229,8.88599431515281,1,0,2.0,55.0,175.0,Medium,0.20567309492604383,0.11842351619546901,11643.92335671603,8017.464269458353,175.0,4.0,30625.0,700.0,16.0
