Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,journey_day,journey_month,journey_weekday,is_weekend,quarter,dep_hour,dep_time_bin,Price_capped,Price_log
jet airways,2019-05-12,kolkata,banglore,CCU → BOM → BLR,08:25:00,09:20 13 May,24h 55m,1 stop,In-flight meal not included,9663,12,5,6,1,2,8,Morning,9663,9.176162920174596
jet airways,2019-06-01,mumbai,hyderabad,BOM → HYD,10:20:00,11:50,1h 30m,non-stop,In-flight meal not included,4050,1,6,5,1,2,10,Morning,4050,8.30671904320269
jet airways,2019-06-03,delhi,cochin,DEL → BOM → COK,17:30:00,04:25 04 Jun,10h 55m,1 stop,No info,14714,3,6,0,0,2,17,Evening,14714,9.596622660667574
air india,2019-03-01,banglore,new delhi,BLR → VGA → HYD → DEL,10:30:00,21:25,10h 55m,2 stops,No info,11213,1,3,4,0,1,10,Morning,11213,9.324918276683619
jet airways,2019-04-09,banglore,delhi,BLR → DEL,06:00:00,08:45,2h 45m,non-stop,In-flight meal not included,4544,9,4,1,0,2,6,Morning,4544,8.421783006611578
spicejet,2019-06-15,kolkata,banglore,CCU → BLR,09:00:00,11:25,2h 25m,non-stop,No info,3873,15,6,5,1,2,9,Morning,3873,8.262042843966942
multiple carriers,2019-04-09,delhi,cochin,DEL → BOM → COK,13:00:00,21:00,8h,1 stop,No info,12537,9,4,1,0,2,13,Afternoon,12537,9.436519311833914
jet airways,2019-05-06,kolkata,banglore,CCU → DEL → BLR,09:35:00,19:10,9h 35m,1 stop,No info,13067,6,5,0,0,2,9,Morning,13067,9.477921772720961
jet airways,2019-05-09,delhi,cochin,DEL → AMD → BOM → COK,23:05:00,04:25 11 May,29h 20m,2 stops,No info,16704,9,5,3,0,2,23,Night,16704,9.723463354790857
air india,2019-03-15,banglore,new delhi,BLR → BOM → DEL,06:45:00,12:15,5h 30m,1 stop,No info,8714,15,3,4,0,1,6,Morning,8714,9.07280095795412
jet airways,2019-06-03,delhi,cochin,DEL → NAG → BOM → COK,14:35:00,12:35 04 Jun,22h,2 stops,No info,13376,3,6,0,0,2,14,Afternoon,13376,9.501292093295586
spicejet,2019-06-27,chennai,kolkata,MAA → CCU,08:20:00,10:35,2h 15m,non-stop,No info,3597,27,6,3,0,2,8,Morning,3597,8.188133414510478
multiple carriers,2019-05-18,delhi,cochin,DEL → BOM → COK,12:50:00,01:30 19 May,12h 40m,1 stop,No info,7670,18,5,5,1,2,12,Afternoon,7670,8.945202263959297
air india,2019-03-24,kolkata,banglore,CCU → GAU → DEL → BLR,09:50:00,23:15 25 Mar,37h 25m,2 stops,No info,14410,24,3,6,1,1,9,Morning,14410,9.575747082838362
air india,2019-05-15,delhi,cochin,DEL → MAA → COK,09:45:00,09:25 16 May,23h 40m,1 stop,No info,7480,15,5,2,0,2,9,Morning,7480,8.920121751872404
jet airways,2019-05-09,kolkata,banglore,CCU → BOM → BLR,20:00:00,18:15 10 May,22h 15m,1 stop,No info,13584,9,5,3,0,2,20,Evening,13584,9.516721521860449
jet airways,2019-03-01,banglore,new delhi,BLR → BOM → DEL,16:55:00,10:25 02 Mar,17h 30m,1 stop,1 Long layover,25735,1,3,4,0,1,16,Afternoon,23017,10.155646068918863
jet airways,2019-04-01,banglore,delhi,BLR → DEL,17:45:00,20:45,3h,non-stop,In-flight meal not included,4544,1,4,0,0,2,17,Evening,4544,8.421783006611578
multiple carriers,2019-05-21,delhi,cochin,DEL → BOM → COK,09:15:00,19:15,10h,1 stop,No info,8099,21,5,1,0,2,9,Morning,8099,8.99961934066053
jet airways,2019-05-15,kolkata,banglore,CCU → BOM → BLR,16:30:00,04:40 16 May,12h 10m,1 stop,In-flight meal not included,10844,15,5,2,0,2,16,Afternoon,10844,9.291459423260974
jet airways,2019-03-21,delhi,cochin,DEL → BOM → COK,19:15:00,04:25 22 Mar,9h 10m,1 stop,No info,12557,21,3,3,0,1,19,Evening,12557,9.438113191674054
jet airways,2019-05-09,delhi,cochin,DEL → COK,11:00:00,14:15,3h 15m,non-stop,No info,9564,9,5,3,0,2,11,Morning,9564,9.165865881874353
jet airways,2019-03-12,banglore,new delhi,BLR → BOM → DEL,21:25:00,09:30 13 Mar,12h 5m,1 stop,No info,13817,12,3,1,0,1,21,Night,13817,9.53372736904874
jet airways,2019-05-18,kolkata,banglore,CCU → DEL → BLR,09:35:00,19:10,9h 35m,1 stop,In-flight meal not included,12384,18,5,5,1,2,9,Morning,12384,9.42424134192346
multiple carriers,2019-05-21,delhi,cochin,DEL → BOM → COK,04:55:00,19:15,14h 20m,1 stop,No info,7575,21,5,1,0,2,4,Late Night,7575,8.932740634865914
air india,2019-05-06,kolkata,banglore,CCU → GAU → DEL → BLR,16:45:00,12:00 07 May,19h 15m,2 stops,No info,14120,6,5,0,0,2,16,Afternoon,14120,9.555418330069251
multiple carriers,2019-03-09,delhi,cochin,DEL → HYD → COK,07:05:00,22:20,15h 15m,1 stop,No info,6916,9,3,5,1,1,7,Morning,6916,8.841737428600585
multiple carriers,2019-05-27,delhi,cochin,DEL → HYD → COK,07:10:00,22:30,15h 20m,1 stop,No info,7878,27,5,0,0,2,7,Morning,7878,8.971956271245688
jet airways,2019-03-18,banglore,new delhi,BLR → BOM → DEL,22:50:00,20:20 16 Mar,21h 30m,1 stop,In-flight meal not included,11087,18,3,0,0,1,22,Night,11087,9.313618721429684
indigo,2019-04-27,kolkata,banglore,CCU → BLR,14:25:00,16:55,2h 30m,non-stop,No info,4804,27,4,5,1,2,14,Afternoon,4804,8.477412321404392
spicejet,2019-06-15,chennai,kolkata,MAA → CCU,09:45:00,12:00,2h 15m,non-stop,No info,3597,15,6,5,1,2,9,Morning,3597,8.188133414510478
air india,2019-05-15,kolkata,banglore,CCU → IXR → DEL → BLR,05:50:00,16:15 16 May,34h 25m,2 stops,No info,12723,15,5,2,0,2,5,Morning,12723,9.451245252869034
indigo,2019-05-15,mumbai,hyderabad,BOM → HYD,20:05:00,21:40,1h 35m,non-stop,No info,2227,15,5,2,0,2,20,Evening,2227,7.708859601047175
air india,2019-05-24,delhi,cochin,DEL → BOM → COK,07:00:00,19:15,12h 15m,1 stop,No info,9929,24,5,4,0,2,7,Morning,9929,9.203315757039219
jet airways,2019-06-09,kolkata,banglore,CCU → BOM → BLR,21:10:00,09:20 10 Jun,12h 10m,1 stop,In-flight meal not included,11841,9,6,6,1,2,21,Night,11841,9.37940781309172
jet airways,2019-05-09,delhi,cochin,DEL → BOM → COK,11:30:00,04:25 10 May,16h 55m,1 stop,In-flight meal not included,12373,9,5,3,0,2,11,Morning,12373,9.423352776090933
jet airways,2019-05-21,delhi,cochin,DEL → BOM → COK,20:55:00,19:00 22 May,22h 5m,1 stop,In-flight meal not included,12898,21,5,1,0,2,20,Evening,12898,9.464905067965136
air india,2019-03-03,delhi,cochin,DEL → BHO → BOM → COK,05:55:00,07:40 04 Mar,25h 45m,2 stops,No info,15113,3,3,6,1,1,5,Morning,15113,9.623376745580666
multiple carriers,2019-05-18,delhi,cochin,DEL → BOM → COK,11:40:00,19:00,7h 20m,1 stop,No info,10529,18,5,5,1,2,11,Morning,10529,9.261983605128021
air india,2019-03-27,delhi,cochin,DEL → HYD → BOM → COK,13:05:00,07:40 28 Mar,18h 35m,2 stops,No info,8875,27,3,2,0,1,13,Afternoon,8875,9.091106284052485
jet airways,2019-05-15,kolkata,banglore,CCU → BOM → BLR,08:25:00,20:45,12h 20m,1 stop,In-flight meal not included,10844,15,5,2,0,2,8,Morning,10844,9.291459423260974
air india,2019-03-01,banglore,new delhi,BLR → DEL,06:10:00,08:55,2h 45m,non-stop,No info,15676,1,3,4,0,1,6,Morning,15676,9.659949949068531
jet airways,2019-04-01,kolkata,banglore,CCU → BOM → BLR,08:25:00,23:35,15h 10m,1 stop,In-flight meal not included,7064,1,4,0,0,2,8,Morning,7064,8.862908295118627
jet airways,2019-06-09,kolkata,banglore,CCU → BOM → BLR,08:25:00,19:50,11h 25m,1 stop,In-flight meal not included,10844,9,6,6,1,2,8,Morning,10844,9.291459423260974
jet airways,2019-03-06,mumbai,hyderabad,BOM → DEL → HYD,14:00:00,16:50 07 Mar,26h 50m,1 stop,No info,19595,6,3,2,0,1,14,Afternoon,19595,9.883080742758466
jet airways,2019-05-01,kolkata,banglore,CCU → BOM → BLR,14:05:00,08:15 02 May,18h 10m,1 stop,No info,13941,1,5,2,0,2,14,Afternoon,13941,9.542661146046344
indigo,2019-03-21,delhi,cochin,DEL → HYD → COK,08:35:00,16:10,7h 35m,1 stop,No info,6790,21,3,3,0,1,8,Morning,6790,8.823353485113792
spicejet,2019-04-27,kolkata,banglore,CCU → BLR,09:00:00,11:25,2h 25m,non-stop,No check-in baggage included,3841,27,4,5,1,2,9,Morning,3841,8.253748343328501
jet airways,2019-03-18,banglore,new delhi,BLR → BOM → DEL,11:40:00,09:00 16 Mar,21h 20m,1 stop,In-flight meal not included,11087,18,3,0,0,1,11,Morning,11087,9.313618721429684
air india,2019-05-15,delhi,cochin,DEL → AMD → BOM → COK,19:45:00,19:15 16 May,23h 30m,2 stops,No info,11491,15,5,2,0,2,19,Evening,11491,9.34940642009918
indigo,2019-04-09,banglore,delhi,BLR → DEL,05:30:00,08:20,2h 50m,non-stop,No info,3943,9,4,1,0,2,5,Morning,3943,8.279950715722526
jet airways,2019-03-01,banglore,new delhi,BLR → BOM → DEL,11:40:00,07:40 02 Mar,20h,1 stop,No info,22270,1,3,4,0,1,11,Morning,22270,10.01104066270085
vistara,2019-06-09,banglore,delhi,BLR → DEL,17:00:00,19:35,2h 35m,non-stop,No info,4878,9,6,6,1,2,17,Evening,4878,8.492695559815838
jet airways,2019-06-09,delhi,cochin,DEL → BOM → COK,22:50:00,04:25 10 Jun,5h 35m,1 stop,No info,14714,9,6,6,1,2,22,Night,14714,9.596622660667574
multiple carriers,2019-06-24,delhi,cochin,DEL → BOM → COK,06:40:00,19:00,12h 20m,1 stop,No info,10877,24,6,0,0,2,6,Morning,10877,9.294497679982905
air india,2019-06-15,delhi,cochin,DEL → AMD → BOM → COK,19:45:00,19:15 16 Jun,23h 30m,2 stops,No info,9653,15,6,5,1,2,19,Evening,9653,9.175127616220438
jet airways,2019-05-24,kolkata,banglore,CCU → BOM → BLR,20:00:00,12:00 25 May,16h,1 stop,No info,14571,24,5,4,0,2,20,Evening,14571,9.586857158128455
jet airways,2019-04-01,kolkata,banglore,CCU → BOM → BLR,18:55:00,20:45 02 Apr,25h 50m,1 stop,In-flight meal not included,7064,1,4,0,0,2,18,Evening,7064,8.862908295118627
indigo,2019-03-06,kolkata,banglore,CCU → BLR,15:20:00,17:55,2h 35m,non-stop,No info,5618,6,3,2,0,1,15,Afternoon,5618,8.633908991112198
multiple carriers,2019-05-15,delhi,cochin,DEL → BOM → COK,14:00:00,01:30 16 May,11h 30m,1 stop,No info,13727,15,5,2,0,2,14,Afternoon,13727,9.527192821727743
vistara,2019-04-01,delhi,cochin,DEL → COK,14:40:00,17:50,3h 10m,non-stop,No info,4851,1,4,0,0,2,14,Afternoon,4851,8.48714627006394
air india,2019-03-24,kolkata,banglore,CCU → BBI → BOM → BLR,09:10:00,21:50,12h 40m,2 stops,No info,15187,24,3,6,1,1,9,Morning,15187,9.628260921351693
goair,2019-05-15,banglore,delhi,BLR → DEL,07:45:00,10:40,2h 55m,non-stop,No info,3419,15,5,2,0,2,7,Morning,3419,8.13739583005665
indigo,2019-04-01,banglore,delhi,BLR → DEL,06:05:00,08:50,2h 45m,non-stop,No info,3943,1,4,0,0,2,6,Morning,3943,8.279950715722526
jet airways,2019-05-18,delhi,cochin,DEL → JAI → BOM → COK,09:40:00,12:35 19 May,26h 55m,2 stops,No info,15129,18,5,5,1,2,9,Morning,15129,9.624434806782402
indigo,2019-06-21,banglore,delhi,BLR → DEL,00:25:00,03:15,2h 50m,non-stop,No info,3419,21,6,4,0,2,0,Late Night,3419,8.13739583005665
air india,2019-05-21,delhi,cochin,DEL → BHO → BOM → COK,20:00:00,19:15 22 May,23h 15m,2 stops,No info,10861,21,5,1,0,2,20,Evening,10861,9.29302573859479
indigo,2019-04-21,delhi,cochin,DEL → BLR → COK,05:10:00,10:05,4h 55m,1 stop,No info,7074,21,4,6,1,2,5,Morning,7074,8.864322722511439
air india,2019-05-06,kolkata,banglore,CCU → BOM → COK → BLR,09:25:00,15:05 07 May,29h 40m,2 stops,No info,11542,6,5,0,0,2,9,Morning,11542,9.353834471614912
indigo,2019-04-21,delhi,cochin,DEL → HYD → COK,06:50:00,12:10,5h 20m,1 stop,No info,6968,21,4,6,1,2,6,Morning,6968,8.84922702143852
jet airways,2019-06-12,banglore,delhi,BLR → DEL,17:45:00,20:45,3h,non-stop,In-flight meal not included,5769,12,6,2,0,2,17,Evening,5769,8.660427359502146
vistara,2019-06-12,kolkata,banglore,CCU → DEL → BLR,20:20:00,22:40 13 Jun,26h 20m,1 stop,No info,7927,12,6,2,0,2,20,Evening,7927,8.978156076009824
jet airways,2019-06-12,kolkata,banglore,CCU → BOM → BLR,18:55:00,08:15 13 Jun,13h 20m,1 stop,No info,13044,12,6,2,0,2,18,Evening,13044,9.47616019757083
jet airways,2019-05-21,delhi,cochin,DEL → AMD → BOM → COK,23:05:00,12:35 22 May,13h 30m,2 stops,No info,15129,21,5,1,0,2,23,Night,15129,9.624434806782402
spicejet,2019-05-01,kolkata,banglore,CCU → BLR,09:00:00,11:25,2h 25m,non-stop,No check-in baggage included,3841,1,5,2,0,2,9,Morning,3841,8.253748343328501
indigo,2019-06-24,kolkata,banglore,CCU → BLR,20:20:00,22:55,2h 35m,non-stop,No info,4804,24,6,0,0,2,20,Evening,4804,8.477412321404392
spicejet,2019-04-12,banglore,delhi,BLR → DEL,05:55:00,08:35,2h 40m,non-stop,No check-in baggage included,4319,12,4,4,0,2,5,Morning,4319,8.371010681238156
jet airways,2019-05-27,delhi,cochin,DEL → BOM → COK,21:50:00,19:00 28 May,21h 10m,1 stop,No info,16079,27,5,0,0,2,21,Night,16079,9.685331542732957
jet airways,2019-03-18,banglore,new delhi,BLR → BOM → DEL,22:50:00,05:05 16 Mar,6h 15m,1 stop,No info,54826,18,3,0,0,1,22,Night,23017,10.911938052328884
indigo,2019-03-09,delhi,cochin,DEL → BOM → COK,17:30:00,01:35 10 Mar,8h 5m,1 stop,No info,12351,9,3,5,1,1,17,Evening,12351,9.421573272264558
jet airways,2019-05-06,kolkata,banglore,CCU → DEL → BLR,17:00:00,19:10 07 May,26h 10m,1 stop,No info,13067,6,5,0,0,2,17,Evening,13067,9.477921772720961
jet airways,2019-03-12,banglore,new delhi,BLR → BOM → DEL,18:55:00,07:40 13 Mar,12h 45m,1 stop,No info,13817,12,3,1,0,1,18,Evening,13817,9.53372736904874
spicejet,2019-05-21,banglore,delhi,BLR → DEL,21:10:00,00:05 22 May,2h 55m,non-stop,No info,3625,21,5,1,0,2,21,Night,3625,8.195885391314796
air india,2019-03-12,mumbai,hyderabad,BOM → JDH → JAI → DEL → HYD,09:40:00,15:15 13 Mar,29h 35m,3 stops,No info,18293,12,3,1,0,1,9,Morning,18293,9.81432841621631
vistara,2019-04-01,banglore,delhi,BLR → DEL,19:30:00,22:15,2h 45m,non-stop,No info,5613,1,4,0,0,2,19,Evening,5613,8.633018756921828
air india,2019-03-06,delhi,cochin,DEL → BLR → COK,06:10:00,08:15 07 Mar,26h 5m,1 stop,No info,11038,6,3,2,0,1,6,Morning,11038,9.309189736018352
indigo,2019-04-03,banglore,delhi,BLR → DEL,06:05:00,08:50,2h 45m,non-stop,No info,4077,3,4,2,0,2,6,Morning,4077,8.3133619511344
multiple carriers,2019-03-27,delhi,cochin,DEL → BOM → COK,08:00:00,21:00,13h,1 stop,No info,6883,27,3,2,0,1,8,Morning,6883,8.83695515733143
air india,2019-03-03,banglore,new delhi,BLR → DEL,17:00:00,19:45,2h 45m,non-stop,No info,19508,3,3,6,1,1,17,Evening,19508,9.878631176537262
air india,2019-03-15,banglore,new delhi,BLR → BOM → DEL,08:50:00,23:15,14h 25m,1 stop,No info,8714,15,3,4,0,1,8,Morning,8714,9.07280095795412
indigo,2019-05-01,kolkata,banglore,CCU → BLR,04:40:00,07:15,2h 35m,non-stop,No info,4804,1,5,2,0,2,4,Late Night,4804,8.477412321404392
multiple carriers,2019-03-03,delhi,cochin,DEL → BOM → COK,08:00:00,15:30,7h 30m,1 stop,No info,15078,3,3,6,1,1,8,Morning,15078,9.621058326365796
spicejet,2019-04-21,kolkata,banglore,CCU → BLR,17:10:00,19:40,2h 30m,non-stop,No check-in baggage included,4807,21,4,6,1,2,17,Evening,4807,8.478036476215044
multiple carriers,2019-03-06,delhi,cochin,DEL → GWL → IDR → BOM → COK,11:35:00,21:00,9h 25m,3 stops,No info,21829,6,3,2,0,1,11,Morning,21829,9.99104044954399
vistara,2019-03-24,banglore,new delhi,BLR → DEL,11:30:00,14:10,2h 40m,non-stop,No info,5403,24,3,6,1,1,11,Morning,5403,8.59489469908009
jet airways,2019-03-01,banglore,new delhi,BLR → BOM → DEL,07:00:00,16:10,9h 10m,1 stop,No info,26890,1,3,4,0,1,7,Morning,23017,10.199546937117361
goair,2019-05-18,kolkata,banglore,CCU → BOM → BLR,23:30:00,07:45 19 May,8h 15m,1 stop,No info,7335,18,5,5,1,2,23,Night,7335,8.9005490139363
jet airways,2019-03-27,delhi,cochin,DEL → MAA → BOM → COK,17:35:00,04:25 28 Mar,10h 50m,2 stops,In-flight meal not included,9412,27,3,2,0,1,17,Evening,9412,9.14984699154722
jet airways,2019-05-21,kolkata,banglore,CCU → BOM → BLR,08:25:00,19:50,11h 25m,1 stop,In-flight meal not included,10844,21,5,1,0,2,8,Morning,10844,9.291459423260974
indigo,2019-06-06,banglore,delhi,BLR → DEL,18:55:00,21:50,2h 55m,non-stop,No info,4990,6,6,3,0,2,18,Evening,4990,8.515391569469609
jet airways,2019-05-27,delhi,cochin,DEL → AMD → BOM → COK,23:05:00,04:25 29 May,29h 20m,2 stops,No info,16704,27,5,0,0,2,23,Night,16704,9.723463354790857
air india,2019-04-09,delhi,cochin,DEL → NAG → BOM → COK,05:55:00,19:15 10 Apr,37h 20m,2 stops,No info,7711,9,4,1,0,2,5,Morning,7711,8.950532836290382
jet airways,2019-06-03,delhi,cochin,DEL → BOM → COK,17:30:00,04:25 04 Jun,10h 55m,1 stop,In-flight meal not included,10262,3,6,0,0,2,17,Evening,10262,9.236300473645715
multiple carriers,2019-06-24,delhi,cochin,DEL → BOM → COK,12:50:00,21:00,8h 10m,1 stop,In-flight meal not included,6007,24,6,0,0,2,12,Afternoon,6007,8.700847193443972
air india,2019-04-01,kolkata,banglore,CCU → BOM → AMD → BLR,09:25:00,05:25 02 Apr,20h,2 stops,No info,12219,1,4,0,0,2,9,Morning,12219,9.410829232725586
goair,2019-05-01,banglore,delhi,BLR → DEL,20:55:00,23:40,2h 45m,non-stop,No info,3898,1,5,2,0,2,20,Evening,3898,8.268475388982598
jet airways,2019-05-06,kolkata,banglore,CCU → DEL → BLR,17:00:00,22:05 07 May,29h 5m,1 stop,No info,11467,6,5,0,0,2,17,Evening,11467,9.34731582700326
air india,2019-05-18,kolkata,banglore,CCU → JAI → DEL → BLR,08:20:00,20:25,12h 5m,2 stops,No info,12534,18,5,5,1,2,8,Morning,12534,9.436280010592395
jet airways,2019-06-06,kolkata,banglore,CCU → BOM → BLR,08:25:00,18:15,9h 50m,1 stop,In-flight meal not included,10844,6,6,3,0,2,8,Morning,10844,9.291459423260974
spicejet,2019-03-24,banglore,new delhi,BLR → DEL,05:45:00,08:35,2h 50m,non-stop,No info,4377,24,3,6,1,1,5,Morning,4377,8.384347278082808
vistara,2019-06-09,chennai,kolkata,MAA → CCU,17:45:00,20:05,2h 20m,non-stop,No info,11982,9,6,6,1,2,17,Evening,11982,9.391244257682517
spicejet,2019-06-09,banglore,delhi,BLR → DEL,09:30:00,12:20,2h 50m,non-stop,No info,4423,9,6,6,1,2,9,Morning,4423,8.39479954320217
jet airways,2019-03-03,delhi,cochin,DEL → BOM → COK,19:15:00,04:25 04 Mar,9h 10m,1 stop,No info,17234,3,3,6,1,1,19,Evening,17234,9.754697478950966
vistara,2019-04-01,kolkata,banglore,CCU → DEL → BLR,07:10:00,22:55,15h 45m,1 stop,No info,8295,1,4,0,0,2,7,Morning,8295,9.023528749909364
jet airways,2019-03-06,delhi,cochin,DEL → JAI → BOM → COK,05:30:00,19:45 07 Mar,38h 15m,2 stops,In-flight meal not included,15864,6,3,2,0,1,5,Morning,15864,9.671870704017296
goair,2019-05-27,banglore,delhi,BLR → DEL,11:40:00,14:30,2h 50m,non-stop,No info,3398,27,5,0,0,2,11,Morning,3398,8.131236549696116
multiple carriers,2019-06-09,delhi,cochin,DEL → BOM → COK,13:00:00,01:30 10 Jun,12h 30m,1 stop,No info,7198,9,6,6,1,2,13,Afternoon,7198,8.881697406469304
jet airways,2019-04-06,banglore,delhi,BLR → DEL,06:00:00,08:45,2h 45m,non-stop,No info,7229,6,4,5,1,2,6,Morning,7229,8.88599431515281
jet airways,2019-06-12,delhi,cochin,DEL → JAI → BOM → COK,05:30:00,04:25 13 Jun,22h 55m,2 stops,No info,13014,12,6,2,0,2,5,Morning,13014,9.473857817428666
air india,2019-05-09,kolkata,banglore,CCU → MAA → BLR,14:35:00,14:35 10 May,24h,1 stop,No info,6528,9,5,3,0,2,14,Afternoon,6528,8.784009071186633
jet airways,2019-06-12,delhi,cochin,DEL → IDR → BOM → COK,09:35:00,12:35 13 Jun,27h,2 stops,No info,13292,12,6,2,0,2,9,Morning,13292,9.4949928598676
jet airways,2019-05-21,delhi,cochin,DEL → AMD → BOM → COK,19:10:00,19:00 22 May,23h 50m,2 stops,No info,15129,21,5,1,0,2,19,Evening,15129,9.624434806782402
air india,2019-06-15,delhi,cochin,DEL → BHO → BOM → COK,20:00:00,19:15 16 Jun,23h 15m,2 stops,No info,11071,15,6,5,1,2,20,Evening,11071,9.31217467785745
spicejet,2019-04-21,kolkata,banglore,CCU → BLR,06:55:00,09:30,2h 35m,non-stop,No info,4174,21,4,6,1,2,6,Morning,4174,8.336869637284956
multiple carriers,2019-03-27,delhi,cochin,DEL → BOM → COK,04:00:00,18:50,14h 50m,1 stop,No info,11299,27,3,2,0,1,4,Late Night,11299,9.332558004700433
jet airways,2019-05-18,delhi,cochin,DEL → BOM → COK,19:45:00,12:35 19 May,16h 50m,1 stop,In-flight meal not included,12373,18,5,5,1,2,19,Evening,12373,9.423352776090933
air india,2019-03-01,banglore,new delhi,BLR → CCU → DEL,05:50:00,09:15 02 Mar,27h 25m,1 stop,No info,13439,1,3,4,0,1,5,Morning,13439,9.50599061407714
indigo,2019-05-01,kolkata,banglore,CCU → BLR,20:20:00,22:55,2h 35m,non-stop,No info,4804,1,5,2,0,2,20,Evening,4804,8.477412321404392
air india,2019-05-12,kolkata,banglore,CCU → BOM → GOI → BLR,09:25:00,05:35 13 May,20h 10m,2 stops,No info,11642,12,5,6,1,2,9,Morning,11642,9.362460420037015
indigo,2019-06-18,banglore,delhi,BLR → DEL,00:25:00,03:15,2h 50m,non-stop,No info,3419,18,6,1,0,2,0,Late Night,3419,8.13739583005665
indigo,2019-05-21,kolkata,banglore,CCU → RPR → HYD → BLR,06:35:00,12:10,5h 35m,2 stops,No info,6103,21,5,1,0,2,6,Morning,6103,8.716699572964293
air india,2019-05-09,kolkata,banglore,CCU → DEL → COK → BLR,07:00:00,01:20 10 May,18h 20m,2 stops,No info,13033,9,5,3,0,2,7,Morning,13033,9.475316606892326
jet airways,2019-03-18,banglore,new delhi,BLR → BOM → JDH → DEL,08:55:00,15:55,7h,2 stops,In-flight meal not included,11245,18,3,0,0,1,8,Morning,11245,9.327767788852148
jet airways,2019-04-01,kolkata,banglore,CCU → BOM → BLR,06:30:00,12:00,5h 30m,1 stop,In-flight meal not included,10056,1,4,0,0,2,6,Morning,10056,9.21602418844448
jet airways,2019-06-06,kolkata,banglore,CCU → DEL → BLR,20:25:00,14:25 07 Jun,18h,1 stop,In-flight meal not included,10539,6,6,3,0,2,20,Evening,10539,9.262932822095353
indigo,2019-03-18,chennai,kolkata,MAA → CCU,22:05:00,00:25 19 Mar,2h 20m,non-stop,No info,5277,18,3,0,0,1,22,Night,5277,8.57130251706327
air india,2019-05-21,kolkata,banglore,CCU → DEL → BLR,10:00:00,23:15,13h 15m,1 stop,No info,11936,21,5,1,0,2,10,Morning,11936,9.387398099095039
jet airways,2019-06-09,delhi,cochin,DEL → JAI → BOM → COK,05:30:00,04:25 10 Jun,22h 55m,2 stops,No info,13014,9,6,6,1,2,5,Morning,13014,9.473857817428666
vistara,2019-06-06,kolkata,banglore,CCU → DEL → BLR,17:00:00,20:20 07 Jun,27h 20m,1 stop,No info,8820,6,6,3,0,2,17,Evening,8820,9.084890521258767
jet airways,2019-05-09,delhi,cochin,DEL → BOM → COK,15:00:00,12:35 10 May,21h 35m,1 stop,In-flight meal not included,12373,9,5,3,0,2,15,Afternoon,12373,9.423352776090933
jet airways,2019-06-01,delhi,cochin,DEL → BOM → COK,09:00:00,12:35 02 Jun,27h 35m,1 stop,In-flight meal not included,10262,1,6,5,1,2,9,Morning,10262,9.236300473645715
